,Ene/2018,Feb/2018,Mar/2018,Abr/2018,May/2018,Jun/2018,Jul/2018,Ago/2018,Sep/2018,Oct/2018,Nov/2018,Dic/2018,Ene/2019,Feb/2019,Mar/2019,Abr/2019,May/2019,Jun/2019,Jul/2019,Ago/2019,Sep/2019,Oct/2019,Nov/2019,Dic/2019,Ene/2020,Feb/2020,Mar/2020,Abr/2020,May/2020,Jun/2020,Jul/2020,Ago/2020,Sep/2020,Oct/2020,Nov/2020,Dic/2020,Ene/2021,Feb/2021,Mar/2021,Abr/2021,May/2021,Jun/2021,Jul/2021,Ago/2021,Sep/2021,Oct/2021,Nov/2021,Dic/2021,Ene/2022,Feb/2022,Mar/2022,Abr/2022,May/2022,Jun/2022,Jul/2022,Ago/2022,Sep/2022,Oct/2022,Nov/2022,Dic/2022,Ene/2023,Feb/2023,Mar/2023,Abr/2023,May/2023,Jun/2023,Jul/2023,Ago/2023,Sep/2023,Oct/2023,Nov/2023,Dic/2023,Ene/2024,Feb/2024,Mar/2024,Abr/2024,May/2024,Jun/2024,Jul/2024,Ago/2024,Sep/2024,Oct/2024,Nov/2024,Dic/2024,Ene/2025,Feb/2025,Mar/2025,Abr/2025,May/2025,Jun/2025,Jul/2025
Valor Exportacion neta de gas natural (MMpcd),-221.722302072906,-196.406279220937,-178.273213586612,-174.883794414762,-182.306805541628,-172.151241904741,-201.236463595851,-129.846674183427,-123.76295832,-191.49397248,-128.660343382844,-141.45575644,-135.40971128,-102.12293814,-108.37094782,-92.02128949,-96.29005971,-92.58566669,-80.844907939,-72.64178727,-75.03107719,-75.4074464585,-74.3986705315,-66.0261300424,-67.11805531,-55.11220079,-56.0873462,-46.94929614,-46.834996168,-50.69236655,-57.769308733,-71.244252566,-72.52952353,-77.911232018,-86.811307569947,-84.619023901852,-89.306647376,-883.576886793,-100.454771066,-85.965566467707,-100.073499788935,-106.886147368,-126.157146052411,-134.09995496894,-123.52361805,-166.519000174353,-148.741532338427,-130.1980593754,-106.604471681386,-111.693315252,-95.911197852644,-128.767452405585,-181.991817177374,-164.474713424304,-96.029739699665,-143.091383796361,-119.021949150253,-91.062775045867,-62.878856448105,-56.958564927556,-45.499597245135,-27.310941990849,-32.883630146561,-21.880535044283,-32.694285332233,-47.438025926852,-50.262807104403,-51.255727245243,-58.870534396498,-57.845887895464,-59.289809309451,-60.409176746753,-87.246598791251,-61.742203239527,-37.684875936598,-38.008369709666,-45.875768305,-60.866928145516,-68.706660837384,-61.755373836965,-60.989796045994,-60.563526082285,-52.019520278917,-84.006843762279,-110.714855128763,-94.787371060545,-96.468632663438,-94.987518385749,-108.484181407053,-106.165628030497,N/D
Valor Exportaciones Petroquimicos,0.01060513,1.60024591,1.92664481,0.69406061,5.82247515,2.96893357,4.78675536,9.11176399,2.57832267,3.20277984,4.84179858,1.63778686,3.5430226661,4.16080057,1.72700253,3.61273626,3.86571939,4.3392257,5.1283994,3.12937749,5.75378645,3.36484128,0.95051688,N/D,5.305551234037,3.22640109,2.069504710038,N/D,N/D,-0.133458501704,N/D,1.542832493083,N/D,0.360791520079,N/D,1.3449284276,N/D,0.92635397005,3.557127869,N/D,18.34304032479,10.46129594,1.564930872749,N/D,N/D,6.70939462281,12.33944525,14.58020861,N/D,2.9252968824,7.6889864456,N/D,N/D,N/D,N/D,N/D,1.62366042891,0.7945163928,N/D,N/D,N/D,N/D,N/D,N/D,N/D,2.5751569712,-0.0929772002,N/D,N/D,N/D,N/D,N/D,0.24134588709,2.3770167436,N/D,N/D,N/D,1.52126679356,N/D,N/D,N/D,1.01441147405,1.19073297735,N/D,N/D,N/D,0.93869051286,0.74337244,N/D,N/D,N/D
Valor Importaciones Petroquimicos,48.324888076089,63.27697490843,88.576955792699,18.6697061698,28.46518016336,59.55033058686,46.05841965222,41.69173252622,39.69616484399,43.0355579648,61.32992689802,50.09579706566,96.64633523746,49.72236177469,48.40064870129,53.95243325477,62.179809398121,53.747000646148,55.90657992396,46.74320095933,36.55153288237,54.78141075158,59.67893503,40.1026850051,54.79913389704,62.85374672456,51.94885213,35.60332021536,41.94930866044,37.22881434,51.9500212453,52.85053816335,47.21797989863,60.48042396669,67.35678804396,68.72162938,55.94503715505,56.45308098057,57.30988081126,49.83801064477,40.81507731483,60.499252398997,70.37188241498,91.46419994947,88.13019549047,75.94120458986,111.86829347879,122.34055968165,100.08259293905,113.59479977341,122.60128418011,106.01554963258,94.49483480153,111.81726852776,127.78773944506,172.85779262514,198.16397994099,184.20329166586,196.65762950472,186.13124129038,193.44928229772,159.55156125362,171.57743830319,131.79867311265,160.55574567024,186.05728500154,185.19223742407,178.64776775815,222.80238664754,87.53076983721,184.61954849935,275.69792755983,273.56875593137,225.21722069,44.7356754123,15.3636635277,0,9.94431885505,1.05887301990003,5.28596785211005,6.52598326324001,11.3443704079,7.78849290954999,1.85870226642001,7.10966577335,11.360808638,11.36258530235,0,7.01770807967,6.95126798454999,N/D
Precio Exportacion Petroleo crudo (8),57.7100010530871,56.5890141572825,57.314619867165,58.9890339976508,62.7322335813576,64.5855792781303,66.3398408773049,64.1601609070445,68.2612476954095,71.290725147444,59.3841393407151,51.709697142203,53.7648588592225,56.8174108148629,58.9778831337674,61.863776766024,60.3136140829969,56.8457225531256,57.7842167610153,49.5081980471737,55.1013871735064,50.6008225473206,51.0325331276054,52.7910421818962,48.7464688713334,40.2536253857072,28.4768264245432,17.1010234268822,22.6677997365426,33.8113848549484,36.5685754931181,39.0961992903508,38.2895372101492,38.9340419746255,41.3430542671242,47.42871840622,52.3796724283951,57.3416031414679,60.0122022277265,61.3899239928187,64.3396242201914,66.92938963655,68.4607942447334,67.7759912383134,68.857828872621,72.155695948339,75.1502424144643,72.2924641337262,78.4187441496937,87.7308770402938,100.360185844309,102.237506006836,104.245072205668,105.95436070407,94.385492883275,86.269563456101,81.6249436127202,78.1372381483949,76.8432214127134,69.7426946804597,67.4202893472446,67.0100934313412,63.5061977463177,67.1864908384439,65.0364140358226,65.5656904961173,72.2984877305554,76.7071473096868,81.7979262904267,80.5730476064922,74.3064918362499,69.2459612188141,70.9494561382325,73.4347362505138,73.7746552730331,75.9019937824451,74.5045908171869,72.3428463029546,71.3584166187344,70.6631646211381,65.5987372569847,65.3714682117929,64.9322239926175,64.8085769567002,66.209308414713,65.7941649038297,62.6308183268148,61.1530479176868,57.3136991216111,62.1192664249935,N/D
Precio Exportacion Istmo,63.501275483809,63.1709550194402,62.3574211758715,65.9130270022133,66.53,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,57.1177922604631,56.7868387848888,49.7476949978996,35.5195993127874,17.9849874279343,14.41471711085,33.2561408369916,37.676772586258,40.4995721827666,39.4088290706946,38.5998769912654,40.0559864778172,46.0813219011964,53.7647481167204,54.7642880265693,59.7724647169733,61.4678390988687,63.5120994610676,68.4304251806587,69.542978095674,68.0871296584471,69.6103544954852,75.1783212184741,77.1342797884067,73.1004368884743,83.3200195344385,90.6913685998615,103.967297611006,104.048156369533,106.885229419857,109.097564415277,98.9020549486336,88.9792973069907,85.7178512671525,80.9094955533644,78.7035818434169,73.694390718636,70.8115146392575,69.5499262095235,66.4780053628697,68.4006508912576,67.8180943388188,67.6900498496348,74.1936309676383,77.5507493540163,83.9398734200234,82.3808054195565,77.3180135003399,71.8016543510999,73.0532333362393,76.1640164930381,75.8713902396609,79.0488661814865,76.8531315012062,74.9453255538133,72.6714415114065,73.3609137228791,70.6331477675811,68.1022938823792,67.8869349345555,67.4472627907742,68.6665870284129,72.2429567301128,68.9918884687816,63.8719503490321,61.1712356919945,65.0803454062989,N/D
Precio Exportacion Maya,57.4539946460486,56.1567616619261,57.224584109518,58.1597320976924,62.899288500652,64.6368646183259,66.421619287886,64.2656311380651,68.3634821801379,71.1529875091557,59.8258390806774,51.8686687944906,54.0566599046916,57.3798096252333,59.4644923664262,62.0770299863898,60.3367363498555,56.9053727484038,57.8759520519488,49.5849607803503,55.0554407720285,51.0056320971755,51.3209015480715,53.0235312165545,49.7927228301121,39.6761309635591,28.1801588905426,18.1451702829085,24.161033209984,34.0318456456707,36.4132902523143,38.8878380409205,38.1817132195555,39.1849066688107,41.7799706549302,48.0260574750252,52.3659921622659,57.9225178704376,60.1730476673415,61.6254262739774,64.6713935460263,66.6409931936443,68.237922304185,67.7155261580184,68.8567849196053,71.3626296477712,74.8735298995407,72.2670632274083,76.4420051444478,87.3555574636607,99.7175136672641,101.359327847812,103.227494646863,104.68262732724,91.8411573226482,85.0272917495359,80.0876075860962,76.9924691829217,75.9593953629089,67.5889584700136,65.5395361295973,65.7567902974481,61.2613651506097,65.7851896535077,62.7565869363412,63.8618425463976,70.225608285444,76.7950169517257,82.0795786138183,79.125821913184,72.7266183220733,67.0025295704324,69.6687971099528,71.5695174939312,72.6155419890893,74.7455840599215,73.0247409392642,70.829275096535,69.9826041831905,68.399104169591,62.9273345691345,63.9442832282737,63.4085963894028,63.2094251177185,64.9009166500126,63.771830461044,60.3511140497851,59.5961761394126,55.9164057377666,61.2608631930875,N/D
Precio Exportacion Olmeca,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,80.375144776855,79.8588226077895,N/D,87.82,84.1,N/D,79.82,75.9227725661619,79.2076894322187,N/D,N/D,72.66,77.28,70.83,67.85,67.32,67.2225686802979,67.097771130633,71.5733446940149,70.0214848769263,63.2783100644304,64.6082223949263,58.3358011967597,58.31,N/D
Precio Exportacion Gas Licuado,N/D,N/D,N/D,N/D,N/D,15.3200911028929,N/D,N/D,N/D,17.6909628583873,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,18.5329585650116,N/D,N/D,N/D,N/D,N/D,N/D,16.1019376166846,16.0806869046943,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
Precio Exportacion Turbosina,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
Precio Exportacion Diesel,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D
Precio Exportacion Combustoleo (alto azufre),50.3167413535982,48.7538754780579,49.1481083971023,51.9405638821199,59.1818864996921,59.707788375962,61.811041406498,59.0596470011718,61.3137061695221,65.9644807236468,57.0879677154773,45.5206319526048,50.770493533791,58.1679924603653,58.2952977126799,57.5735681186878,55.7075168268803,49.2932125669501,51.491946384032,41.6890747931834,45.984011803863,33.4768395060428,30.5593891090239,35.7353027805162,35.9978013007094,26.7930703211296,12.7612744232959,9.5946031685061,17.7770690192256,28.2066143805333,31.7444454219334,34.2973883963817,31.0816263906773,31.7026564604639,35.7616118701537,40.6429112254426,43.6643170609514,49.753786549313,48.6842566065708,51.5332772235221,53.1959306029616,55.8954827492606,55.9537270934728,56.9531920275011,63.5139082985023,65.9341123943192,58.9548792816743,61.6655041679759,72.9453050003233,79.6270742933618,88.0699114987161,86.2533103730673,88.3147610810654,85.1663706265114,78.5875032182337,66.7797840132207,52.5155794143316,51.2634309772062,51.194041837854,47.7030600049253,49.8343746285431,51.4558589177477,52.5172874478437,53.852286277105,51.3630902736819,56.5659961330808,63.8929478041883,70.492367780796,72.1581079223825,64.386501746462,60.9558817340237,60.7662365018028,56.5374039377555,57.8212222989547,62.9228991819351,64.886361736079,61.9898428585943,65.0402621191906,62.8781254133568,57.9074635237621,59.1197239155723,60.680032268829,58.4027617425145,60.9558704835091,60.3053721287821,57.8878558537252,55.3142572456647,53.5482611832597,56.3752715877878,59.0349116839802,N/D
Precio Importacion  Gas Licuado,50.9033998152041,45.7964259191094,41.4686931042686,42.0758146682495,46.1375721573572,44.2256411385213,47.7285416076453,49.5019113792473,49.7684449730114,44.2115882944448,41.8089537686242,36.9239701212834,37.9541096375715,36.7238606456896,36.0046775720066,35.099748744026,31.817991282441,27.1802354975788,25.8085153007586,25.1902684965719,26.8299922831625,28.3216416912272,27.8757958880645,30.1139372514798,27.0091484634011,26.5382410480342,23.2180977895653,24.4740185455564,25.3754557739384,28.7871719209339,30.055553352097,30.5355846078529,30.4171483524721,32.1958457758529,32.0208735193008,38.8132812324719,46.0471925928397,47.3813432937725,49.0925629023982,45.3977641014862,42.1197248314977,47.4381177138592,53.3564467274351,54.6335909552911,62.9395435672222,70.1138414232901,64.3353545289684,53.8089995411986,58.1859803164459,63.6296600343958,68.7465408111538,63.3430202652752,60.6951661785232,59.2538613409942,58.3740140215898,56.3220878808122,52.0506334281496,48.1098762517762,45.6813935339421,41.5668141798745,41.4391888499186,44.3862512420949,43.6602462893545,49.0199892614586,37.5563255622191,34.4569136769131,36.1837682704329,37.8615553510981,40.8757683885856,43.5242823085859,38.4547235589325,39.8129051088403,39.4718089844613,48.3359306722089,46.5317943864398,44.8204979869218,41.8314634539013,43.4591133659252,45.4713408343188,44.6798055182503,38.8353692404512,46.9742545517451,46.225331726579,43.8677028048697,53.1436515339523,51.7664082888077,50.2335420418044,48.0333990462155,42.3568516438306,44.278548653607,N/D
Precio Importacion Gasolinas,79.3172327573639,82.1452635404339,80.1450912065926,85.1565951040196,90.7850901790069,92.7938410089774,91.2689588434774,91.3769075288116,90.1379698859994,92.9337667157751,82.0168140467256,69.0409219964852,63.0667324248989,66.804397559613,76.9460534288998,85.1021559016014,89.270336747016,83.6571696988181,81.7920112877461,79.2718902235313,74.6780644499726,77.2377198954047,76.4877499738086,75.90949125406,76.9155805567584,74.5514217661163,63.0187482543497,36.1968880731676,31.5819094286407,42.3579936587521,50.5469077889998,52.382998704899,53.6376292028567,54.6914584993637,49.6688316580834,53.0104249956177,60.3933553599777,68.2697200915364,79.4566434490834,80.758043943041,82.5784016956558,84.275154997121,89.285696367633,91.6708845433636,90.9076679599984,96.2957819724586,100.163595458332,92.4988626316877,95.983420159598,107.891527127619,125.68570620024,133.923553994327,145.102970084844,164.770941236488,162.675370282479,138.993274279036,124.33472325848,119.323548190946,118.915712314975,104.734438606705,104.286125017069,112.311661363704,111.126664695245,112.549609052166,111.766165515916,107.11247856945,108.769266686566,121.633911309697,125.777361928498,117.945594715171,105.170283591092,95.375939692816,96.1377100780353,104.833553684791,112.643185802356,116.587220969205,113.376748869743,104.969245456695,106.641394387817,104.364492319512,95.8910623523569,92.3089182565848,88.3765194903451,87.820788813834,91.6223768484579,93.6409926097007,92.5829414098869,89.6778458475957,86.3558036839931,89.0000209227845,N/D
Precio Importacion Combustoleo (bajo azufre),60.1488922827642,57.90822,58.9449511617867,58.7060555244973,64.971520767516,68.1764912607947,74.7741686820352,68.4969399453905,69.3293687017914,75.4246204622886,77.7039740135552,61.89163,62.3890619715864,61.9619785060163,69.0183809655444,68.4009322255038,75.7384604357194,62.6566032125413,69.4455420332611,57.7616414416382,51.1923377553654,59.7285929746399,54.3368169393752,43.2637179347245,49.2178274285554,N/D,39.27678,37.8993966249989,33.893630195006,38.8457987244043,41.09553,47.08429,49.69553,49.69553,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,N/D,80.82,81.34875,86.0204079049366,84.93554,82.9375877116274,N/D,N/D,N/D
Precio Importacion Gas natural (US$/MMBtu),4.22513456515421,4.37939940734681,3.77121876455779,3.70386872413892,3.79294694721846,3.84551816657929,3.39360002224925,3.72148717546081,3.78815430654486,4.78259157968238,4.0966225487958,4.81715218412507,3.97130519303637,3.34222588319717,3.19051863304888,3.02126987128242,2.9388930993657,2.84708968807868,2.62385304611275,2.45444531708208,2.67874072199667,2.6197849984884,2.83526370033894,2.6058461665723,2.34329102095412,2.17110528695995,2.07079160197989,1.96749911713879,2.10676338086662,1.99967821315095,1.95326410136247,2.43918781941475,2.72251738884208,2.67401057402331,3.19509953969014,3.11893399095988,2.95327663683912,33.5071250208847,3.13701163060505,2.97590901330587,3.37252746250611,3.49134634309617,4.03943904093045,4.35335714528852,5.0259784954316,5.97908451120835,5.97485304575792,5.7281080150365,4.96105114945398,6.42929306895348,4.84987174359139,6.4749410140284,8.02238675830046,9.0358199468321,7.21103351599606,8.81296219057456,8.79259695667711,5.63272674061861,5.19765206271295,6.28420913121222,5.01630243868866,3.43155910974329,2.88801961904794,2.41741804270651,2.6341116840756,2.84416516640366,3.15985239686551,3.12002476464636,3.23378721498178,3.14721111561759,3.18736482449962,3.01929801958609,3.70164337619071,2.9448871574007,1.87884167510093,1.79015066726342,2.1427907522397,2.69589231299005,2.5322405497027,2.16365108418213,2.37063323120544,2.75838537007062,2.42707786669687,3.59044275586725,4.42281846210139,3.83520593297075,3.82483811580711,3.67276720741326,3.36788377214599,3.28876340828954,N/D
